E	24.0	43.840620433565945	37.0	22.627416997969522	16.0	22.627416997969522	37.0	45.254833995939045	
F	24.0	45.254833995939045	32.0	15.556349186104045	11.0	15.556349186104045	42.0	7.0710678118654755	
H	28.0	52.32590180780452	2.0	52.32590180780452	27.0	52.32590180780452	1.0	52.32590180780452	
O	37.0	38.18376618407357	38.0	36.76955262170047	36.0	36.76955262170047	38.0	36.76955262170047	
I	5.0	7.0710678118654755	37.0	5.656854249492381	4.0	5.656854249492381	37.0	7.0710678118654755	
J	8.0	11.313708498984761	37.0	2.8284271247461903	2.0	2.8284271247461903	34.0	11.313708498984761	
K	6.0	4.242640687119285	14.0	29.698484809834994	21.0	29.698484809834994	8.0	48.08326112068523	
L	0.0	0.0	42.0	14.142135623730951	10.0	14.142135623730951	32.0	45.254833995939045	
M	35.0	52.32590180780452	0.0	52.32590180780452	39.0	52.32590180780452	28.0	52.32590180780452	
N	29.0	49.49747468305833	8.0	49.49747468305833	26.0	36.76955262170047	7.0	41.012193308819754	
P	28.0	33.94112549695428	31.0	21.213203435596427	15.0	21.213203435596427	43.0	14.142135623730951	
Q	36.0	39.59797974644666	43.0	41.012193308819754	37.0	33.94112549695428	40.0	32.526911934581186	
S	13.0	28.284271247461902	38.0	32.526911934581186	10.0	32.526911934581186	38.0	33.94112549695428	
R	8.0	35.35533905932738	37.0	29.698484809834994	21.0	29.698484809834994	6.0	52.32590180780452	
T	5.0	41.012193308819754	29.0	41.012193308819754	4.0	5.656854249492381	45.0	7.0710678118654755	
U	35.0	49.49747468305833	0.0	31.11269837220809	22.0	29.698484809834994	40.0	42.42640687119285	
V	24.0	42.42640687119285	0.0	42.42640687119285	16.0	15.556349186104045	37.0	24.041630560342615	
W	38.0	15.556349186104045	32.0	45.254833995939045	30.0	31.11269837220809	6.0	39.59797974644666	
X	7.0	50.91168824543142	10.0	50.91168824543142	5.0	53.74011537017761	7.0	53.74011537017761	
Y	16.0	42.42640687119285	1.0	42.42640687119285	11.0	8.48528137423857	44.0	14.142135623730951	
Z	5.0	25.45584412271571	37.0	33.94112549695428	6.0	32.526911934581186	37.0	42.42640687119285	
b	27.0	21.213203435596427	13.0	22.627416997969522	16.0	22.627416997969522	36.0	33.94112549695428	
d	17.0	24.041630560342615	40.0	21.213203435596427	26.0	32.526911934581186	31.0	24.041630560342615	
f	0.0	36.76955262170047	32.0	12.727922061357855	8.0	11.313708498984761	41.0	0.0	
h	23.0	22.627416997969522	14.0	22.627416997969522	16.0	22.627416997969522	33.0	32.526911934581186	
a	16.0	21.213203435596427	28.0	25.45584412271571	15.0	26.870057685088806	20.0	28.284271247461902	
c	0.0	29.698484809834994	26.0	19.79898987322333	17.0	19.79898987322333	24.0	25.45584412271571	
e	0.0	26.870057685088806	26.0	21.213203435596427	19.0	21.213203435596427	26.0	25.45584412271571	
g	0.0	28.284271247461902	38.0	26.870057685088806	15.0	29.698484809834994	37.0	33.94112549695428	
i	5.0	7.0710678118654755	26.0	4.242640687119285	3.0	4.242640687119285	24.0	7.0710678118654755	
j	8.0	11.313708498984761	36.0	0.0	0.0	0.0	33.0	11.313708498984761	
k	6.0	25.45584412271571	0.0	16.97056274847714	12.0	16.97056274847714	32.0	45.254833995939045	
l	5.0	7.0710678118654755	39.0	4.242640687119285	3.0	4.242640687119285	38.0	7.0710678118654755	
t	3.0	4.242640687119285	31.0	7.0710678118654755	5.0	7.0710678118654755	31.0	4.242640687119285	
m	36.0	35.35533905932738	23.0	35.35533905932738	33.0	36.76955262170047	26.0	36.76955262170047	
n	21.0	25.45584412271571	22.0	29.698484809834994	18.0	35.35533905932738	0.0	36.76955262170047	
o	25.0	25.45584412271571	25.0	24.041630560342615	23.0	25.45584412271571	27.0	25.45584412271571	
p	26.0	32.526911934581186	28.0	35.35533905932738	16.0	22.627416997969522	44.0	24.041630560342615	
q	17.0	24.041630560342615	35.0	32.526911934581186	26.0	21.213203435596427	40.0	24.041630560342615	
r	1.0	28.284271247461902	22.0	21.213203435596427	7.0	9.899494936611665	29.0	1.4142135623730951	
s	12.0	19.79898987322333	26.0	21.213203435596427	8.0	21.213203435596427	26.0	24.041630560342615	
u	19.0	26.870057685088806	0.0	36.76955262170047	19.0	24.041630560342615	23.0	29.698484809834994	
v	16.0	28.284271247461902	0.0	28.284271247461902	11.0	11.313708498984761	28.0	16.97056274847714	
w	30.0	12.727922061357855	21.0	29.698484809834994	25.0	25.45584412271571	5.0	29.698484809834994	
x	5.0	4.242640687119285	8.0	33.94112549695428	4.0	35.35533905932738	6.0	36.76955262170047	
y	15.0	43.840620433565945	31.0	8.48528137423857	3.0	2.8284271247461903	35.0	15.556349186104045	
z	5.0	31.11269837220809	25.0	26.870057685088806	5.0	31.11269837220809	25.0	29.698484809834994
